Ax Value,Column Header,Cell Value
e1eac1a6,12b9d486,Public School
c4bd9c8e,12b9d486,Private School
fecb7672,12b9d486,Private School
6f89d67f,12b9d486,Public School
ecdb8404,12b9d486,Public School
bfdcaba4,4176dea7,No
e9fba5a7,4176dea7,No
98cc0fdb,4176dea7,No
23fdcb4a,4176dea7,No
c79fc1b9,4176dea7,No
2230aad8,4176dea7,No
0ab6e7b9,4176dea7,No
bafddefb,4176dea7,No
efe8f68a,4176dea7,No
e4e62737,4176dea7,No
e2b67149,4176dea7,No
feff967e,4176dea7,No
b6b100aa,4176dea7,No
fbbb7ddc,4176dea7,No study grant
2f82faa7,4176dea7,No study grant
8cff71af,4176dea7,No study grant
1dade73e,4176dea7,No study grant
bbedf160,4176dea7,Full study grant
dcac1c19,4176dea7,No study grant
510ad75d,4176dea7,No study grant
d6e41cbc,4176dea7,No study grant
36e7d7bd,4176dea7,No study grant
fe3b0cdf,4176dea7,No study grant
41ec9ca1,4176dea7,Full study grant
b5ad97f9,4176dea7,No study grant
4f5efc79,4176dea7,No study grant
ab1d9e26,4176dea7,No study grant
48ff37ec,4176dea7,25%
47ccfe97,4176dea7,No study grant
f45c3baf,4176dea7,No study grant
fa93c72d,4176dea7,No study grant
4f1ed8ef,4176dea7,No study grant
5bebccde,4176dea7,No study grant
c5d7fbcf,4176dea7,No study grant
5ddbee1d,4176dea7,Full study grant
9b52d2a2,4176dea7,No study grant
bb9cf771,4176dea7,No study grant
b7c6bb38,4176dea7,No study grant
2ccb7075,4176dea7,No study grant
dc323b52,4176dea7,No study grant
79ed56ea,4176dea7,No study grant
de0c4f72,4176dea7,No study grant
ad24ed52,4176dea7,No study grant
4aa55713,4176dea7,No study grant
2ad2d1b3,4176dea7,50%
f3cd7ac7,4176dea7,No study grant
e1eac1a6,4176dea7,No study grant
c4bd9c8e,4176dea7,No study grant
fecb7672,4176dea7,No study grant
6f89d67f,4176dea7,No study grant
ecdb8404,4176dea7,No study grant
bfdcaba4,458111ca,Yes
e9fba5a7,458111ca,Yes
98cc0fdb,458111ca,No
23fdcb4a,458111ca,No
c79fc1b9,458111ca,No
2230aad8,458111ca,Yes
0ab6e7b9,458111ca,No
bafddefb,458111ca,Yes
efe8f68a,458111ca,No
e4e62737,458111ca,No
e2b67149,458111ca,Yes
feff967e,458111ca,No
b6b100aa,458111ca,No
fbbb7ddc,458111ca,Yes
2f82faa7,458111ca,Yes
8cff71af,458111ca,No
1dade73e,458111ca,Yes
bbedf160,458111ca,Yes
dcac1c19,458111ca,No
510ad75d,458111ca,No
d6e41cbc,458111ca,Yes
36e7d7bd,458111ca,Yes
fe3b0cdf,458111ca,No
41ec9ca1,458111ca,No
b5ad97f9,458111ca,No
4f5efc79,458111ca,Yes
ab1d9e26,458111ca,No
48ff37ec,458111ca,No
47ccfe97,458111ca,No
f45c3baf,458111ca,No
fa93c72d,458111ca,Yes
4f1ed8ef,458111ca,No
5bebccde,458111ca,No
c5d7fbcf,458111ca,Yes
5ddbee1d,458111ca,Yes
9b52d2a2,458111ca,No
bb9cf771,458111ca,Yes
b7c6bb38,458111ca,Yes
2ccb7075,458111ca,No
dc323b52,458111ca,No
79ed56ea,458111ca,Yes
de0c4f72,458111ca,Yes
ad24ed52,458111ca,Yes
4aa55713,458111ca,No
2ad2d1b3,458111ca,Yes
f3cd7ac7,458111ca,No
e1eac1a6,458111ca,Yes
c4bd9c8e,458111ca,No
fecb7672,458111ca,Yes
6f89d67f,458111ca,No
ecdb8404,458111ca,
bfdcaba4,d83e6187,Average
e9fba5a7,d83e6187,Above Average
98cc0fdb,d83e6187,Average
23fdcb4a,d83e6187,Low
c79fc1b9,d83e6187,Average
2230aad8,d83e6187,Low
0ab6e7b9,d83e6187,Average
bafddefb,d83e6187,Above Average
efe8f68a,d83e6187,Average
e4e62737,d83e6187,Average
e2b67149,d83e6187,Average
feff967e,d83e6187,Above Average
b6b100aa,d83e6187,Average
fbbb7ddc,d83e6187,Average
2f82faa7,d83e6187,Average
8cff71af,d83e6187,Average
1dade73e,d83e6187,Average
bbedf160,d83e6187,Above Average
dcac1c19,d83e6187,Above Average
510ad75d,d83e6187,Average
d6e41cbc,d83e6187,Average
36e7d7bd,d83e6187,Above Average
fe3b0cdf,d83e6187,Average
41ec9ca1,d83e6187,Average
b5ad97f9,d83e6187,Average
4f5efc79,d83e6187,Average
ab1d9e26,d83e6187,Average
48ff37ec,d83e6187,Average
47ccfe97,d83e6187,Average
f45c3baf,d83e6187,Average
fa93c72d,d83e6187,Average
4f1ed8ef,d83e6187,Above Average
5bebccde,d83e6187,Average
c5d7fbcf,d83e6187,Average
5ddbee1d,d83e6187,Above Average
9b52d2a2,d83e6187,Average
bb9cf771,d83e6187,Above Average
b7c6bb38,d83e6187,Above Average
2ccb7075,d83e6187,Above Average
dc323b52,d83e6187,Above Average
79ed56ea,d83e6187,Average
de0c4f72,d83e6187,Average
ad24ed52,d83e6187,Above Average
4aa55713,d83e6187,Above Average
2ad2d1b3,d83e6187,Average
f3cd7ac7,d83e6187,Above Average
e1eac1a6,d83e6187,Low
c4bd9c8e,d83e6187,Average
fecb7672,d83e6187,Average
6f89d67f,d83e6187,Above Average
ecdb8404,d83e6187,Above Average
bfdcaba4,5e1230d0,Renting
e9fba5a7,5e1230d0,Renting
98cc0fdb,5e1230d0,Living with Family
23fdcb4a,5e1230d0,Renting
c79fc1b9,5e1230d0,Living with Family
2230aad8,5e1230d0,Living with Family
0ab6e7b9,5e1230d0,Renting
bafddefb,5e1230d0,Renting
efe8f68a,5e1230d0,Living with Family
e4e62737,5e1230d0,Living with Family
e2b67149,5e1230d0,Renting
feff967e,5e1230d0,Renting
b6b100aa,5e1230d0,Living with Family
fbbb7ddc,5e1230d0,Living with family
2f82faa7,5e1230d0,Living with family
8cff71af,5e1230d0,Dormitory
1dade73e,5e1230d0,Renting
bbedf160,5e1230d0,Living with family
dcac1c19,5e1230d0,Renting
510ad75d,5e1230d0,Living with family
d6e41cbc,5e1230d0,Renting
36e7d7bd,5e1230d0,Renting
fe3b0cdf,5e1230d0,Living with family
41ec9ca1,5e1230d0,Dormitory
b5ad97f9,5e1230d0,Renting
4f5efc79,5e1230d0,Renting
ab1d9e26,5e1230d0,Dormitory
48ff37ec,5e1230d0,Renting
47ccfe97,5e1230d0,Renting
f45c3baf,5e1230d0,Living with family
fa93c72d,5e1230d0,Living with family
4f1ed8ef,5e1230d0,Living with family
5bebccde,5e1230d0,Living with family
c5d7fbcf,5e1230d0,Renting
5ddbee1d,5e1230d0,Renting
9b52d2a2,5e1230d0,Living with family
bb9cf771,5e1230d0,Renting
b7c6bb38,5e1230d0,Renting
2ccb7075,5e1230d0,Renting
dc323b52,5e1230d0,Renting
79ed56ea,5e1230d0,Renting
de0c4f72,5e1230d0,Renting
ad24ed52,5e1230d0,Living with family
4aa55713,5e1230d0,Living with family
2ad2d1b3,5e1230d0,Renting
f3cd7ac7,5e1230d0,Renting
e1eac1a6,5e1230d0,Renting
c4bd9c8e,5e1230d0,Living with family
fecb7672,5e1230d0,Dormitory
6f89d67f,5e1230d0,Renting
ecdb8404,5e1230d0,Living with family
bfdcaba4,5d6fcd06,Personal Vehicle
e9fba5a7,5d6fcd06,Personal Vehicle
98cc0fdb,5d6fcd06,Personal Vehicle
23fdcb4a,5d6fcd06,Personal Vehicle
c79fc1b9,5d6fcd06,Personal Vehicle
2230aad8,5d6fcd06,Personal Vehicle
0ab6e7b9,5d6fcd06,Personal Vehicle
bafddefb,5d6fcd06,Personal Vehicle
efe8f68a,5d6fcd06,Personal Vehicle
e4e62737,5d6fcd06,Personal Vehicle
e2b67149,5d6fcd06,Personal Vehicle
feff967e,5d6fcd06,Personal Vehicle
b6b100aa,5d6fcd06,Personal Vehicle
fbbb7ddc,5d6fcd06,Personal Vehicle
2f82faa7,5d6fcd06,Personal Vehicle
8cff71af,5d6fcd06,Personal Vehicle
1dade73e,5d6fcd06,Personal Vehicle
bbedf160,5d6fcd06,Personal Vehicle
dcac1c19,5d6fcd06,Personal Vehicle
510ad75d,5d6fcd06,Personal Vehicle
d6e41cbc,5d6fcd06,Personal Vehicle
36e7d7bd,5d6fcd06,Personal Vehicle
fe3b0cdf,5d6fcd06,Personal Vehicle
41ec9ca1,5d6fcd06,Personal Vehicle
b5ad97f9,5d6fcd06,Personal Vehicle
4f5efc79,5d6fcd06,Personal Vehicle
ab1d9e26,5d6fcd06,Personal Vehicle
48ff37ec,5d6fcd06,Personal Vehicle
47ccfe97,5d6fcd06,Personal Vehicle
f45c3baf,5d6fcd06,Personal Vehicle
fa93c72d,5d6fcd06,Personal Vehicle
4f1ed8ef,5d6fcd06,Personal Vehicle
5bebccde,5d6fcd06,Personal Vehicle
c5d7fbcf,5d6fcd06,Personal Vehicle
5ddbee1d,5d6fcd06,Personal Vehicle
9b52d2a2,5d6fcd06,Personal Vehicle
bb9cf771,5d6fcd06,Personal Vehicle
b7c6bb38,5d6fcd06,Personal Vehicle
2ccb7075,5d6fcd06,Personal Vehicle
dc323b52,5d6fcd06,Personal Vehicle
79ed56ea,5d6fcd06,Personal Vehicle
de0c4f72,5d6fcd06,Personal Vehicle
ad24ed52,5d6fcd06,Personal Vehicle
4aa55713,5d6fcd06,Personal Vehicle
2ad2d1b3,5d6fcd06,Personal Vehicle
f3cd7ac7,5d6fcd06,Personal Vehicle
e1eac1a6,5d6fcd06,Personal Vehicle
c4bd9c8e,5d6fcd06,Personal Vehicle
fecb7672,5d6fcd06,Personal Vehicle
6f89d67f,5d6fcd06,Personal Vehicle
ecdb8404,5d6fcd06,Personal Vehicle
bfdcaba4,ea34c1f2,Business
e9fba5a7,ea34c1f2,Business
98cc0fdb,ea34c1f2,Business
23fdcb4a,ea34c1f2,Business
c79fc1b9,ea34c1f2,Business
2230aad8,ea34c1f2,Business
0ab6e7b9,ea34c1f2,Business
bafddefb,ea34c1f2,Business
efe8f68a,ea34c1f2,Business
e4e62737,ea34c1f2,Business
e2b67149,ea34c1f2,Business
feff967e,ea34c1f2,Business
b6b100aa,ea34c1f2,Business
fbbb7ddc,ea34c1f2,Business
2f82faa7,ea34c1f2,Business
8cff71af,ea34c1f2,Business
1dade73e,ea34c1f2,Business
bbedf160,ea34c1f2,Business
dcac1c19,ea34c1f2,Business
510ad75d,ea34c1f2,Business
d6e41cbc,ea34c1f2,Business
36e7d7bd,ea34c1f2,Business
fe3b0cdf,ea34c1f2,Business
41ec9ca1,ea34c1f2,Business
b5ad97f9,ea34c1f2,Business
4f5efc79,ea34c1f2,Business
ab1d9e26,ea34c1f2,Business
48ff37ec,ea34c1f2,Business
47ccfe97,ea34c1f2,Business
f45c3baf,ea34c1f2,Business
fa93c72d,ea34c1f2,Business
4f1ed8ef,ea34c1f2,Business
5bebccde,ea34c1f2,Business
c5d7fbcf,ea34c1f2,Business
5ddbee1d,ea34c1f2,Business
9b52d2a2,ea34c1f2,Business
bb9cf771,ea34c1f2,Business
b7c6bb38,ea34c1f2,Business
2ccb7075,ea34c1f2,Business
dc323b52,ea34c1f2,Business
79ed56ea,ea34c1f2,Business
de0c4f72,ea34c1f2,Business
ad24ed52,ea34c1f2,Business
4aa55713,ea34c1f2,Business
2ad2d1b3,ea34c1f2,Business
f3cd7ac7,ea34c1f2,Business
e1eac1a6,ea34c1f2,Business
c4bd9c8e,ea34c1f2,Business
fecb7672,ea34c1f2,Business
6f89d67f,ea34c1f2,Business
ecdb8404,ea34c1f2,Business
bfdcaba4,c540dc46,High school graduate
e9fba5a7,c540dc46,High school graduate
98cc0fdb,c540dc46,High school graduate
23fdcb4a,c540dc46,High school graduate
c79fc1b9,c540dc46,High school graduate
2230aad8,c540dc46,High school graduate
0ab6e7b9,c540dc46,University graduate
bafddefb,c540dc46,High school graduate
efe8f68a,c540dc46,High school graduate
e4e62737,c540dc46,High school graduate
e2b67149,c540dc46,High school graduate
feff967e,c540dc46,High school graduate
b6b100aa,c540dc46,High school graduate
fbbb7ddc,c540dc46,High school graduate
2f82faa7,c540dc46,High school graduate
8cff71af,c540dc46,High school graduate
1dade73e,c540dc46,High school graduate
bbedf160,c540dc46,High school graduate
dcac1c19,c540dc46,University graduate
510ad75d,c540dc46,High school graduate
d6e41cbc,c540dc46,High school graduate
36e7d7bd,c540dc46,High school graduate
fe3b0cdf,c540dc46,High school graduate
41ec9ca1,c540dc46,High school graduate
b5ad97f9,c540dc46,High school graduate
4f5efc79,c540dc46,High school graduate
ab1d9e26,c540dc46,High school graduate
48ff37ec,c540dc46,High school graduate
47ccfe97,c540dc46,University graduate
f45c3baf,c540dc46,High school graduate
fa93c72d,c540dc46,High school graduate
4f1ed8ef,c540dc46,High school graduate
5bebccde,c540dc46,High school graduate
c5d7fbcf,c540dc46,High school graduate
5ddbee1d,c540dc46,High school graduate
9b52d2a2,c540dc46,High school graduate
bb9cf771,c540dc46,High school graduate
b7c6bb38,c540dc46,High school graduate
2ccb7075,c540dc46,University graduate
dc323b52,c540dc46,High school graduate
79ed56ea,c540dc46,High school graduate
de0c4f72,c540dc46,University graduate
ad24ed52,c540dc46,High school graduate
4aa55713,c540dc46,High school graduate
2ad2d1b3,c540dc46,High school graduate
f3cd7ac7,c540dc46,High school graduate
e1eac1a6,c540dc46,High school graduate
c4bd9c8e,c540dc46,High school graduate
fecb7672,c540dc46,High school graduate
6f89d67f,c540dc46,High school graduate
ecdb8404,c540dc46,High school graduate
bfdcaba4,f655c403,Parents have no advanced academic degrees
e9fba5a7,f655c403,Parents have no advanced academic degrees
98cc0fdb,f655c403,Parents have no advanced academic degrees
23fdcb4a,f655c403,Parents have no advanced academic degrees
c79fc1b9,f655c403,Parents have advanced academic degrees
2230aad8,f655c403,Parents have advanced academic degrees
0ab6e7b9,f655c403,Parents have no advanced academic degrees
bafddefb,f655c403,Parents have no advanced academic degrees
efe8f68a,f655c403,Parents have no advanced academic degrees
e4e62737,f655c403,Parents have advanced academic degrees
e2b67149,f655c403,Parents have no advanced academic degrees
feff967e,f655c403,Parents have no advanced academic degrees
b6b100aa,f655c403,Parents have no advanced academic degrees
fbbb7ddc,f655c403,Parents have advanced academic degrees
2f82faa7,f655c403,Parents have no advanced academic degrees
8cff71af,f655c403,Parents have no advanced academic degrees
1dade73e,f655c403,Parents have no advanced academic degrees
bbedf160,f655c403,Parents have advanced academic degrees
dcac1c19,f655c403,Parents have advanced academic degrees
510ad75d,f655c403,Parents have no advanced academic degrees
d6e41cbc,f655c403,Parents have advanced academic degrees
36e7d7bd,f655c403,Parents have advanced academic degrees
fe3b0cdf,f655c403,Parents have advanced academic degrees
41ec9ca1,f655c403,Parents have advanced academic degrees
b5ad97f9,f655c403,Parents have no advanced academic degrees
4f5efc79,f655c403,Parents have no advanced academic degrees
ab1d9e26,f655c403,Parents have no advanced academic degrees
48ff37ec,f655c403,Parents have no advanced academic degrees
47ccfe97,f655c403,Parents have advanced academic degrees
f45c3baf,f655c403,Parents have advanced academic degrees
fa93c72d,f655c403,Parents have advanced academic degrees
4f1ed8ef,f655c403,Parents have no advanced academic degrees
5bebccde,f655c403,Parents have no advanced academic degrees
c5d7fbcf,f655c403,Parents have no advanced academic degrees
5ddbee1d,f655c403,Parents have no advanced academic degrees
9b52d2a2,f655c403,Parents have advanced academic degrees
bb9cf771,f655c403,Parents have no advanced academic degrees
b7c6bb38,f655c403,Parents have advanced academic degrees
2ccb7075,f655c403,Parents have advanced academic degrees
dc323b52,f655c403,Parents have advanced academic degrees
79ed56ea,f655c403,Parents have advanced academic degrees
de0c4f72,f655c403,Parents have no advanced academic degrees
ad24ed52,f655c403,Parents have advanced academic degrees
4aa55713,f655c403,Parents have advanced academic degrees
2ad2d1b3,f655c403,Parents have no advanced academic degrees
f3cd7ac7,f655c403,Parents have advanced academic degrees
e1eac1a6,f655c403,Parents have no advanced academic degrees
c4bd9c8e,f655c403,Parents have advanced academic degrees
fecb7672,f655c403,Parents have no advanced academic degrees
6f89d67f,f655c403,Parents have no advanced academic degrees
ecdb8404,f655c403,Parents have advanced academic degrees
bfdcaba4,5e93a457,find out where the shop is in relation to somewhere I know
e9fba5a7,5e93a457,find out where the shop is in relation to somewhere I know
98cc0fdb,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
23fdcb4a,5e93a457,use a map
c79fc1b9,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
2230aad8,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions"
0ab6e7b9,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
bafddefb,5e93a457,"write down the street directions I need to remember, use a map"
efe8f68a,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
e4e62737,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
e2b67149,5e93a457,ask my friend to tell me the directions
feff967e,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
b6b100aa,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions"
fbbb7ddc,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions"
2f82faa7,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
8cff71af,5e93a457,find out where the shop is in relation to somewhere I know
1dade73e,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
bbedf160,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, write down the street directions I need to remember, use a map"
dcac1c19,5e93a457,"find out where the shop is in relation to somewhere I know, write down the street directions I need to remember"
510ad75d,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
d6e41cbc,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
36e7d7bd,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions"
fe3b0cdf,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
41ec9ca1,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
b5ad97f9,5e93a457,find out where the shop is in relation to somewhere I know
4f5efc79,5e93a457,use a map
ab1d9e26,5e93a457,ask my friend to tell me the directions
48ff37ec,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions"
47ccfe97,5e93a457,use a map
f45c3baf,5e93a457,"ask my friend to tell me the directions, use a map"
fa93c72d,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
4f1ed8ef,5e93a457,"find out where the shop is in relation to somewhere I know, use a map"
5bebccde,5e93a457,"ask my friend to tell me the directions, use a map"
c5d7fbcf,5e93a457,find out where the shop is in relation to somewhere I know
5ddbee1d,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
9b52d2a2,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, use a map"
bb9cf771,5e93a457,use a map
b7c6bb38,5e93a457,find out where the shop is in relation to somewhere I know
2ccb7075,5e93a457,use a map.
dc323b52,5e93a457,find out where the shop is in relation to somewhere I know.
79ed56ea,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, and use a map."
de0c4f72,5e93a457,"find out where the shop is in relation to somewhere I know, ask my friend to tell me the directions, and use a map."
ad24ed52,5e93a457,find out where the shop is in relation to somewhere I know and ask my friend to tell me the directions.
4aa55713,5e93a457,"seeing the diagrams, listening, watching the actions"
2ad2d1b3,5e93a457,"seeing the diagrams, watching the actions"
f3cd7ac7,5e93a457,"seeing the diagrams, listening"
e1eac1a6,5e93a457,seeing the diagrams
c4bd9c8e,5e93a457,"seeing the diagrams, listening, watching the actions"
fecb7672,5e93a457,reading the words
6f89d67f,5e93a457,"listening, watching the actions"
ecdb8404,5e93a457,reading the words
bfdcaba4,55c2081c,"seeing the diagrams, listening, and watching the actions."
e9fba5a7,55c2081c,seeing the diagrams.
98cc0fdb,55c2081c,"seeing the diagrams, listening, and watching the actions"
23fdcb4a,55c2081c,seeing the diagrams and reading the words.
c79fc1b9,55c2081c,listening
2230aad8,55c2081c,"seeing the diagrams, listening, reading the words"
0ab6e7b9,55c2081c,"seeing the diagrams, listening, reading the words, watching the actions"
bafddefb,55c2081c,"listening, watching the actions"
efe8f68a,55c2081c,"seeing the diagrams, listening, reading the words"
e4e62737,55c2081c,"seeing the diagrams, listening, reading the words, watching the actions"
e2b67149,55c2081c,watching the actions
feff967e,55c2081c,"seeing the diagrams, listening, reading the words, watching the actions"
b6b100aa,55c2081c,"seeing the diagrams, listening, watching the actions"
fbbb7ddc,55c2081c,"seeing the diagrams, listening, reading the words, watching the actions"
2f82faa7,55c2081c,"listening, watching the actions"
8cff71af,55c2081c,seeing the diagrams
1dade73e,55c2081c,"listening, watching the actions"
bbedf160,55c2081c,"seeing the diagrams, listening, reading the words"
dcac1c19,55c2081c,reading the words
510ad75d,55c2081c,"seeing the diagrams, reading the words, watching the actions"
d6e41cbc,55c2081c,"seeing the diagrams, reading the words, watching the actions"
36e7d7bd,55c2081c,"listening, watching the actions"
fe3b0cdf,55c2081c,"seeing the diagrams, watching the actions"
41ec9ca1,55c2081c,"listening, reading the words, watching the actions"
b5ad97f9,55c2081c,"seeing the diagrams, listening, reading the words, watching the actions"
4f5efc79,55c2081c,watching the actions
ab1d9e26,55c2081c,watching the actions
48ff37ec,55c2081c,"listening, reading the words"
47ccfe97,55c2081c,"listening, watching the actions"
f45c3baf,55c2081c,"listening, watching the actions"
fa93c72d,55c2081c,"listening, watching the actions"
4f1ed8ef,55c2081c,"seeing the diagrams, watching the actions"
5bebccde,55c2081c,listening
c5d7fbcf,55c2081c,listening
5ddbee1d,55c2081c,"listening, reading the words"
9b52d2a2,55c2081c,"seeing the diagrams, listening, watching the actions"
bb9cf771,55c2081c,listening
b7c6bb38,55c2081c,"seeing the diagrams, reading the words"
2ccb7075,55c2081c,"listening, watching the actions"
dc323b52,55c2081c,reading the words
79ed56ea,55c2081c,"listening, reading the words"
de0c4f72,55c2081c,"listening, watching the actions"
ad24ed52,55c2081c,"seeing the diagrams, listening, reading the words"
4aa55713,55c2081c,listening
2ad2d1b3,55c2081c,"seeing the diagrams, listening"
f3cd7ac7,55c2081c,"seeing the diagrams, listening, reading the words, watching the actions"
e1eac1a6,55c2081c,listening
c4bd9c8e,55c2081c,"seeing the diagrams, listening, reading the words"
fecb7672,55c2081c,watching the actions
6f89d67f,55c2081c,"seeing the diagrams, watching the actions"
ecdb8404,55c2081c,"seeing the diagrams, listening"
bfdcaba4,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary"
e9fba5a7,13b0ca4d,use a map and see where the places are
98cc0fdb,13b0ca4d,"look at details about the highlights and activities on the tour, read about the tour on the itinerary"
